download_key,created,n_records,species,filters
0052810-251120083545085,2025-12-14 20:58:35.463251,2115,Myotis yumanensis; Myotis californicus; Lasiurus cinereus,hasCoordinate==TRUE; year>=2012; taxonKey in focal species
