cell_id,species,n_obs,is_present
2519,Aeorestes cinereus,0,0
2519,Myotis californicus,0,0
2519,Myotis yumanensis,0,0
252,Aeorestes cinereus,0,0
252,Myotis californicus,0,0
252,Myotis yumanensis,0,0
2520,Aeorestes cinereus,0,0
2520,Myotis californicus,0,0
2520,Myotis yumanensis,0,0
2521,Aeorestes cinereus,0,0
2521,Myotis californicus,0,0
2521,Myotis yumanensis,0,0
2522,Aeorestes cinereus,0,0
2522,Myotis californicus,0,0
2522,Myotis yumanensis,0,0
2523,Aeorestes cinereus,0,0
2523,Myotis californicus,0,0
2523,Myotis yumanensis,0,0
2524,Aeorestes cinereus,0,0
2524,Myotis californicus,0,0
2524,Myotis yumanensis,0,0
2525,Aeorestes cinereus,0,0
2525,Myotis californicus,0,0
2525,Myotis yumanensis,0,0
2526,Aeorestes cinereus,0,0
2526,Myotis californicus,0,0
2526,Myotis yumanensis,0,0
2527,Aeorestes cinereus,0,0
2527,Myotis californicus,0,0
2527,Myotis yumanensis,0,0
2528,Aeorestes cinereus,0,0
2528,Myotis californicus,0,0
2528,Myotis yumanensis,0,0
253,Aeorestes cinereus,0,0
253,Myotis californicus,0,0
253,Myotis yumanensis,0,0
2530,Aeorestes cinereus,0,0
2530,Myotis californicus,0,0
2530,Myotis yumanensis,0,0
2531,Aeorestes cinereus,0,0
2531,Myotis californicus,0,0
2531,Myotis yumanensis,0,0
2532,Aeorestes cinereus,0,0
2532,Myotis californicus,0,0
2532,Myotis yumanensis,0,0
2533,Aeorestes cinereus,0,0
2533,Myotis californicus,0,0
2533,Myotis yumanensis,0,0
2534,Aeorestes cinereus,1,1
2534,Myotis californicus,0,0
2534,Myotis yumanensis,0,0
2535,Aeorestes cinereus,0,0
2535,Myotis californicus,0,0
2535,Myotis yumanensis,0,0
2536,Aeorestes cinereus,0,0
2536,Myotis californicus,0,0
2536,Myotis yumanensis,0,0
2537,Aeorestes cinereus,0,0
2537,Myotis californicus,0,0
2537,Myotis yumanensis,0,0
2538,Aeorestes cinereus,0,0
2538,Myotis californicus,0,0
2538,Myotis yumanensis,0,0
2539,Aeorestes cinereus,0,0
2539,Myotis californicus,0,0
2539,Myotis yumanensis,0,0
254,Aeorestes cinereus,0,0
254,Myotis californicus,0,0
254,Myotis yumanensis,0,0
2540,Aeorestes cinereus,0,0
2540,Myotis californicus,0,0
2540,Myotis yumanensis,0,0
2541,Aeorestes cinereus,0,0
2541,Myotis californicus,0,0
2541,Myotis yumanensis,0,0
2542,Aeorestes cinereus,0,0
2542,Myotis californicus,0,0
2542,Myotis yumanensis,0,0
2543,Aeorestes cinereus,0,0
2543,Myotis californicus,0,0
2543,Myotis yumanensis,0,0
255,Aeorestes cinereus,0,0
255,Myotis californicus,0,0
255,Myotis yumanensis,0,0
2550,Aeorestes cinereus,0,0
2550,Myotis californicus,0,0
2550,Myotis yumanensis,0,0
2551,Aeorestes cinereus,0,0
2551,Myotis californicus,0,0
2551,Myotis yumanensis,0,0
2552,Aeorestes cinereus,0,0
2552,Myotis californicus,0,0
2552,Myotis yumanensis,0,0
2553,Aeorestes cinereus,0,0
2553,Myotis californicus,0,0
2553,Myotis yumanensis,0,0
2554,Aeorestes cinereus,0,0
2554,Myotis californicus,0,0
2554,Myotis yumanensis,0,0
2555,Aeorestes cinereus,0,0
2555,Myotis californicus,1,1
2555,Myotis yumanensis,0,0
2556,Aeorestes cinereus,0,0
2556,Myotis californicus,0,0
2556,Myotis yumanensis,0,0
2557,Aeorestes cinereus,0,0
2557,Myotis californicus,0,0
2557,Myotis yumanensis,0,0
2558,Aeorestes cinereus,0,0
2558,Myotis californicus,0,0
2558,Myotis yumanensis,0,0
2559,Aeorestes cinereus,0,0
2559,Myotis californicus,0,0
2559,Myotis yumanensis,0,0
256,Aeorestes cinereus,0,0
256,Myotis californicus,0,0
256,Myotis yumanensis,0,0
2560,Aeorestes cinereus,0,0
2560,Myotis californicus,0,0
2560,Myotis yumanensis,0,0
2561,Aeorestes cinereus,0,0
2561,Myotis californicus,0,0
2561,Myotis yumanensis,0,0
2562,Aeorestes cinereus,0,0
2562,Myotis californicus,0,0
2562,Myotis yumanensis,0,0
2563,Aeorestes cinereus,0,0
2563,Myotis californicus,0,0
2563,Myotis yumanensis,0,0
2564,Aeorestes cinereus,0,0
2564,Myotis californicus,0,0
2564,Myotis yumanensis,0,0
257,Aeorestes cinereus,0,0
257,Myotis californicus,0,0
257,Myotis yumanensis,0,0
258,Aeorestes cinereus,0,0
258,Myotis californicus,0,0
258,Myotis yumanensis,0,0
259,Aeorestes cinereus,0,0
259,Myotis californicus,0,0
259,Myotis yumanensis,0,0
260,Aeorestes cinereus,0,0
260,Myotis californicus,0,0
260,Myotis yumanensis,0,0
2609,Aeorestes cinereus,0,0
2609,Myotis californicus,0,0
2609,Myotis yumanensis,0,0
2610,Aeorestes cinereus,0,0
2610,Myotis californicus,0,0
2610,Myotis yumanensis,0,0
2611,Aeorestes cinereus,0,0
2611,Myotis californicus,0,0
2611,Myotis yumanensis,0,0
2612,Aeorestes cinereus,0,0
2612,Myotis californicus,0,0
2612,Myotis yumanensis,0,0
2613,Aeorestes cinereus,0,0
2613,Myotis californicus,0,0
2613,Myotis yumanensis,0,0
2614,Aeorestes cinereus,0,0
2614,Myotis californicus,0,0
2614,Myotis yumanensis,0,0
2615,Aeorestes cinereus,0,0
2615,Myotis californicus,0,0
2615,Myotis yumanensis,0,0
2616,Aeorestes cinereus,0,0
2616,Myotis californicus,0,0
2616,Myotis yumanensis,0,0
2617,Aeorestes cinereus,0,0
2617,Myotis californicus,0,0
2617,Myotis yumanensis,0,0
2618,Aeorestes cinereus,0,0
2618,Myotis californicus,0,0
2618,Myotis yumanensis,0,0
2619,Aeorestes cinereus,0,0
2619,Myotis californicus,0,0
2619,Myotis yumanensis,0,0
262,Aeorestes cinereus,0,0
262,Myotis californicus,0,0
262,Myotis yumanensis,0,0
2620,Aeorestes cinereus,0,0
2620,Myotis californicus,0,0
2620,Myotis yumanensis,0,0
2622,Aeorestes cinereus,0,0
2622,Myotis californicus,0,0
2622,Myotis yumanensis,0,0
2623,Aeorestes cinereus,0,0
2623,Myotis californicus,0,0
2623,Myotis yumanensis,0,0
2624,Aeorestes cinereus,0,0
2624,Myotis californicus,0,0
2624,Myotis yumanensis,0,0
2625,Aeorestes cinereus,0,0
2625,Myotis californicus,0,0
2625,Myotis yumanensis,0,0
2626,Aeorestes cinereus,0,0
2626,Myotis californicus,0,0
2626,Myotis yumanensis,0,0
2627,Aeorestes cinereus,0,0
2627,Myotis californicus,0,0
2627,Myotis yumanensis,0,0
2628,Aeorestes cinereus,0,0
2628,Myotis californicus,0,0
2628,Myotis yumanensis,0,0
2629,Aeorestes cinereus,0,0
2629,Myotis californicus,0,0
2629,Myotis yumanensis,0,0
263,Aeorestes cinereus,0,0
263,Myotis californicus,0,0
263,Myotis yumanensis,0,0
2630,Aeorestes cinereus,0,0
2630,Myotis californicus,0,0
2630,Myotis yumanensis,0,0
2631,Aeorestes cinereus,0,0
2631,Myotis californicus,0,0
2631,Myotis yumanensis,0,0
2632,Aeorestes cinereus,0,0
2632,Myotis californicus,0,0
2632,Myotis yumanensis,0,0
2633,Aeorestes cinereus,0,0
2633,Myotis californicus,0,0
2633,Myotis yumanensis,0,0
2634,Aeorestes cinereus,0,0
2634,Myotis californicus,0,0
2634,Myotis yumanensis,0,0
264,Aeorestes cinereus,0,0
264,Myotis californicus,0,0
264,Myotis yumanensis,0,0
2642,Aeorestes cinereus,0,0
2642,Myotis californicus,0,0
2642,Myotis yumanensis,0,0
2643,Aeorestes cinereus,0,0
2643,Myotis californicus,0,0
2643,Myotis yumanensis,0,0
2644,Aeorestes cinereus,0,0
2644,Myotis californicus,0,0
2644,Myotis yumanensis,0,0
2645,Aeorestes cinereus,0,0
2645,Myotis californicus,0,0
2645,Myotis yumanensis,0,0
2646,Aeorestes cinereus,0,0
2646,Myotis californicus,0,0
2646,Myotis yumanensis,0,0
2647,Aeorestes cinereus,0,0
2647,Myotis californicus,0,0
2647,Myotis yumanensis,0,0
2648,Aeorestes cinereus,0,0
2648,Myotis californicus,0,0
2648,Myotis yumanensis,0,0
2649,Aeorestes cinereus,0,0
2649,Myotis californicus,0,0
2649,Myotis yumanensis,0,0
265,Aeorestes cinereus,0,0
265,Myotis californicus,0,0
265,Myotis yumanensis,0,0
2650,Aeorestes cinereus,0,0
2650,Myotis californicus,0,0
2650,Myotis yumanensis,0,0
2651,Aeorestes cinereus,0,0
2651,Myotis californicus,0,0
2651,Myotis yumanensis,0,0
2652,Aeorestes cinereus,0,0
2652,Myotis californicus,0,0
2652,Myotis yumanensis,0,0
2653,Aeorestes cinereus,0,0
2653,Myotis californicus,0,0
2653,Myotis yumanensis,0,0
2654,Aeorestes cinereus,0,0
2654,Myotis californicus,0,0
2654,Myotis yumanensis,0,0
2655,Aeorestes cinereus,0,0
2655,Myotis californicus,0,0
2655,Myotis yumanensis,0,0
2656,Aeorestes cinereus,0,0
2656,Myotis californicus,0,0
2656,Myotis yumanensis,0,0
2657,Aeorestes cinereus,0,0
2657,Myotis californicus,0,0
2657,Myotis yumanensis,0,0
266,Aeorestes cinereus,0,0
266,Myotis californicus,0,0
266,Myotis yumanensis,0,0
267,Aeorestes cinereus,0,0
267,Myotis californicus,0,0
267,Myotis yumanensis,0,0
2698,Aeorestes cinereus,0,0
2698,Myotis californicus,0,0
2698,Myotis yumanensis,0,0
2699,Aeorestes cinereus,0,0
2699,Myotis californicus,0,0
2699,Myotis yumanensis,0,0
2700,Aeorestes cinereus,0,0
2700,Myotis californicus,0,0
2700,Myotis yumanensis,0,0
2701,Aeorestes cinereus,0,0
2701,Myotis californicus,0,0
2701,Myotis yumanensis,0,0
2702,Aeorestes cinereus,0,0
2702,Myotis californicus,0,0
2702,Myotis yumanensis,0,0
2703,Aeorestes cinereus,0,0
2703,Myotis californicus,0,0
2703,Myotis yumanensis,0,0
2704,Aeorestes cinereus,0,0
2704,Myotis californicus,0,0
2704,Myotis yumanensis,0,0
2705,Aeorestes cinereus,0,0
2705,Myotis californicus,0,0
2705,Myotis yumanensis,0,0
2706,Aeorestes cinereus,0,0
2706,Myotis californicus,0,0
2706,Myotis yumanensis,0,0
2707,Aeorestes cinereus,0,0
2707,Myotis californicus,0,0
2707,Myotis yumanensis,0,0
2708,Aeorestes cinereus,0,0
2708,Myotis californicus,0,0
2708,Myotis yumanensis,0,0
2709,Aeorestes cinereus,0,0
2709,Myotis californicus,0,0
2709,Myotis yumanensis,0,0
2710,Aeorestes cinereus,0,0
2710,Myotis californicus,0,0
2710,Myotis yumanensis,0,0
2711,Aeorestes cinereus,0,0
2711,Myotis californicus,0,0
2711,Myotis yumanensis,0,0
2714,Aeorestes cinereus,0,0
2714,Myotis californicus,0,0
2714,Myotis yumanensis,0,0
2715,Aeorestes cinereus,0,0
2715,Myotis californicus,0,0
2715,Myotis yumanensis,0,0
2716,Aeorestes cinereus,0,0
2716,Myotis californicus,0,0
2716,Myotis yumanensis,0,0
2717,Aeorestes cinereus,0,0
2717,Myotis californicus,0,0
2717,Myotis yumanensis,0,0
2718,Aeorestes cinereus,0,0
2718,Myotis californicus,0,0
2718,Myotis yumanensis,0,0
2719,Aeorestes cinereus,0,0
2719,Myotis californicus,0,0
2719,Myotis yumanensis,0,0
2720,Aeorestes cinereus,0,0
2720,Myotis californicus,0,0
2720,Myotis yumanensis,0,0
2721,Aeorestes cinereus,0,0
2721,Myotis californicus,0,0
2721,Myotis yumanensis,0,0
2722,Aeorestes cinereus,0,0
2722,Myotis californicus,0,0
2722,Myotis yumanensis,0,0
2723,Aeorestes cinereus,0,0
2723,Myotis californicus,0,0
2723,Myotis yumanensis,0,0
2724,Aeorestes cinereus,0,0
2724,Myotis californicus,0,0
2724,Myotis yumanensis,0,0
2735,Aeorestes cinereus,0,0
2735,Myotis californicus,0,0
2735,Myotis yumanensis,0,0
2736,Aeorestes cinereus,0,0
2736,Myotis californicus,0,0
2736,Myotis yumanensis,0,0
2737,Aeorestes cinereus,0,0
2737,Myotis californicus,0,0
2737,Myotis yumanensis,0,0
2738,Aeorestes cinereus,0,0
2738,Myotis californicus,0,0
2738,Myotis yumanensis,0,0
2739,Aeorestes cinereus,0,0
2739,Myotis californicus,0,0
2739,Myotis yumanensis,0,0
2740,Aeorestes cinereus,0,0
2740,Myotis californicus,0,0
2740,Myotis yumanensis,0,0
2741,Aeorestes cinereus,1,1
2741,Myotis californicus,1,1
2741,Myotis yumanensis,0,0
2742,Aeorestes cinereus,0,0
2742,Myotis californicus,0,0
2742,Myotis yumanensis,0,0
2743,Aeorestes cinereus,0,0
2743,Myotis californicus,0,0
2743,Myotis yumanensis,0,0
2744,Aeorestes cinereus,0,0
2744,Myotis californicus,1,1
2744,Myotis yumanensis,0,0
2745,Aeorestes cinereus,0,0
2745,Myotis californicus,0,0
2745,Myotis yumanensis,0,0
2746,Aeorestes cinereus,0,0
2746,Myotis californicus,0,0
2746,Myotis yumanensis,0,0
2747,Aeorestes cinereus,0,0
2747,Myotis californicus,0,0
2747,Myotis yumanensis,0,0
2748,Aeorestes cinereus,0,0
2748,Myotis californicus,0,0
2748,Myotis yumanensis,0,0
2749,Aeorestes cinereus,0,0
2749,Myotis californicus,0,0
2749,Myotis yumanensis,0,0
2791,Aeorestes cinereus,0,0
2791,Myotis californicus,0,0
2791,Myotis yumanensis,0,0
2792,Aeorestes cinereus,0,0
2792,Myotis californicus,1,1
2792,Myotis yumanensis,0,0
2793,Aeorestes cinereus,0,0
2793,Myotis californicus,0,0
2793,Myotis yumanensis,0,0
2794,Aeorestes cinereus,0,0
2794,Myotis californicus,2,1
2794,Myotis yumanensis,2,1
2795,Aeorestes cinereus,0,0
2795,Myotis californicus,0,0
2795,Myotis yumanensis,0,0
2796,Aeorestes cinereus,0,0
2796,Myotis californicus,0,0
2796,Myotis yumanensis,0,0
2797,Aeorestes cinereus,0,0
2797,Myotis californicus,0,0
2797,Myotis yumanensis,0,0
2798,Aeorestes cinereus,0,0
2798,Myotis californicus,0,0
2798,Myotis yumanensis,0,0
2799,Aeorestes cinereus,0,0
2799,Myotis californicus,0,0
2799,Myotis yumanensis,0,0
2800,Aeorestes cinereus,0,0
2800,Myotis californicus,0,0
2800,Myotis yumanensis,0,0
2801,Aeorestes cinereus,0,0
2801,Myotis californicus,0,0
2801,Myotis yumanensis,0,0
2802,Aeorestes cinereus,0,0
2802,Myotis californicus,0,0
2802,Myotis yumanensis,0,0
2803,Aeorestes cinereus,0,0
2803,Myotis californicus,0,0
2803,Myotis yumanensis,0,0
2807,Aeorestes cinereus,0,0
2807,Myotis californicus,0,0
2807,Myotis yumanensis,0,0
2808,Aeorestes cinereus,0,0
2808,Myotis californicus,0,0
2808,Myotis yumanensis,0,0
2809,Aeorestes cinereus,0,0
2809,Myotis californicus,0,0
2809,Myotis yumanensis,0,0
2810,Aeorestes cinereus,0,0
2810,Myotis californicus,0,0
2810,Myotis yumanensis,0,0
2811,Aeorestes cinereus,0,0
2811,Myotis californicus,0,0
2811,Myotis yumanensis,0,0
2812,Aeorestes cinereus,0,0
2812,Myotis californicus,0,0
2812,Myotis yumanensis,0,0
2813,Aeorestes cinereus,0,0
2813,Myotis californicus,0,0
2813,Myotis yumanensis,0,0
2814,Aeorestes cinereus,0,0
2814,Myotis californicus,0,0
2814,Myotis yumanensis,0,0
2827,Aeorestes cinereus,0,0
2827,Myotis californicus,0,0
2827,Myotis yumanensis,0,0
2828,Aeorestes cinereus,0,0
2828,Myotis californicus,0,0
2828,Myotis yumanensis,0,0
2829,Aeorestes cinereus,0,0
2829,Myotis californicus,0,0
2829,Myotis yumanensis,0,0
2830,Aeorestes cinereus,0,0
2830,Myotis californicus,0,0
2830,Myotis yumanensis,0,0
2831,Aeorestes cinereus,0,0
2831,Myotis californicus,0,0
2831,Myotis yumanensis,0,0
2832,Aeorestes cinereus,0,0
2832,Myotis californicus,0,0
2832,Myotis yumanensis,0,0
2833,Aeorestes cinereus,0,0
2833,Myotis californicus,0,0
2833,Myotis yumanensis,0,0
2834,Aeorestes cinereus,0,0
2834,Myotis californicus,0,0
2834,Myotis yumanensis,0,0
2835,Aeorestes cinereus,0,0
2835,Myotis californicus,0,0
2835,Myotis yumanensis,0,0
2836,Aeorestes cinereus,0,0
2836,Myotis californicus,0,0
2836,Myotis yumanensis,0,0
2837,Aeorestes cinereus,0,0
2837,Myotis californicus,0,0
2837,Myotis yumanensis,0,0
2838,Aeorestes cinereus,0,0
2838,Myotis californicus,0,0
2838,Myotis yumanensis,0,0
2839,Aeorestes cinereus,0,0
2839,Myotis californicus,0,0
2839,Myotis yumanensis,0,0
2840,Aeorestes cinereus,0,0
2840,Myotis californicus,0,0
2840,Myotis yumanensis,0,0
2841,Aeorestes cinereus,0,0
2841,Myotis californicus,0,0
2841,Myotis yumanensis,0,0
2882,Aeorestes cinereus,0,0
2882,Myotis californicus,0,0
2882,Myotis yumanensis,0,0
2883,Aeorestes cinereus,0,0
2883,Myotis californicus,0,0
2883,Myotis yumanensis,0,0
2884,Aeorestes cinereus,0,0
2884,Myotis californicus,0,0
2884,Myotis yumanensis,0,0
2885,Aeorestes cinereus,0,0
2885,Myotis californicus,0,0
2885,Myotis yumanensis,0,0
2886,Aeorestes cinereus,0,0
2886,Myotis californicus,0,0
2886,Myotis yumanensis,0,0
2887,Aeorestes cinereus,0,0
2887,Myotis californicus,0,0
2887,Myotis yumanensis,0,0
2888,Aeorestes cinereus,0,0
2888,Myotis californicus,0,0
2888,Myotis yumanensis,0,0
2889,Aeorestes cinereus,0,0
2889,Myotis californicus,0,0
2889,Myotis yumanensis,0,0
2890,Aeorestes cinereus,0,0
2890,Myotis californicus,0,0
2890,Myotis yumanensis,0,0
2891,Aeorestes cinereus,0,0
2891,Myotis californicus,0,0
2891,Myotis yumanensis,0,0
2892,Aeorestes cinereus,0,0
2892,Myotis californicus,0,0
2892,Myotis yumanensis,0,0
2893,Aeorestes cinereus,0,0
2893,Myotis californicus,0,0
2893,Myotis yumanensis,0,0
2900,Aeorestes cinereus,0,0
2900,Myotis californicus,0,0
2900,Myotis yumanensis,0,0
2901,Aeorestes cinereus,0,0
2901,Myotis californicus,0,0
2901,Myotis yumanensis,0,0
2902,Aeorestes cinereus,0,0
2902,Myotis californicus,0,0
2902,Myotis yumanensis,0,0
2903,Aeorestes cinereus,0,0
2903,Myotis californicus,0,0
2903,Myotis yumanensis,0,0
2904,Aeorestes cinereus,0,0
2904,Myotis californicus,0,0
2904,Myotis yumanensis,0,0
2905,Aeorestes cinereus,0,0
2905,Myotis californicus,0,0
2905,Myotis yumanensis,0,0
2920,Aeorestes cinereus,0,0
2920,Myotis californicus,0,0
2920,Myotis yumanensis,0,0
2921,Aeorestes cinereus,0,0
2921,Myotis californicus,0,0
2921,Myotis yumanensis,0,0
2922,Aeorestes cinereus,0,0
2922,Myotis californicus,0,0
2922,Myotis yumanensis,0,0
2923,Aeorestes cinereus,0,0
2923,Myotis californicus,0,0
2923,Myotis yumanensis,0,0
2924,Aeorestes cinereus,0,0
2924,Myotis californicus,0,0
2924,Myotis yumanensis,0,0
2925,Aeorestes cinereus,0,0
2925,Myotis californicus,0,0
2925,Myotis yumanensis,0,0
2926,Aeorestes cinereus,0,0
2926,Myotis californicus,0,0
2926,Myotis yumanensis,0,0
2927,Aeorestes cinereus,0,0
2927,Myotis californicus,0,0
2927,Myotis yumanensis,0,0
2928,Aeorestes cinereus,0,0
2928,Myotis californicus,0,0
2928,Myotis yumanensis,0,0
2929,Aeorestes cinereus,0,0
2929,Myotis californicus,0,0
2929,Myotis yumanensis,0,0
2930,Aeorestes cinereus,0,0
2930,Myotis californicus,0,0
2930,Myotis yumanensis,0,0
2931,Aeorestes cinereus,0,0
2931,Myotis californicus,0,0
2931,Myotis yumanensis,0,0
2932,Aeorestes cinereus,0,0
2932,Myotis californicus,0,0
2932,Myotis yumanensis,0,0
2973,Aeorestes cinereus,0,0
2973,Myotis californicus,0,0
2973,Myotis yumanensis,0,0
2974,Aeorestes cinereus,0,0
2974,Myotis californicus,0,0
2974,Myotis yumanensis,0,0
2975,Aeorestes cinereus,0,0
2975,Myotis californicus,0,0
2975,Myotis yumanensis,0,0
2976,Aeorestes cinereus,1,1
2976,Myotis californicus,1,1
2976,Myotis yumanensis,0,0
2977,Aeorestes cinereus,0,0
2977,Myotis californicus,0,0
2977,Myotis yumanensis,0,0
2978,Aeorestes cinereus,0,0
2978,Myotis californicus,0,0
2978,Myotis yumanensis,0,0
2979,Aeorestes cinereus,0,0
2979,Myotis californicus,0,0
2979,Myotis yumanensis,0,0
2980,Aeorestes cinereus,0,0
2980,Myotis californicus,0,0
2980,Myotis yumanensis,0,0
2981,Aeorestes cinereus,0,0
2981,Myotis californicus,0,0
2981,Myotis yumanensis,0,0
2982,Aeorestes cinereus,0,0
2982,Myotis californicus,0,0
2982,Myotis yumanensis,0,0
3011,Aeorestes cinereus,0,0
3011,Myotis californicus,0,0
3011,Myotis yumanensis,0,0
3012,Aeorestes cinereus,0,0
3012,Myotis californicus,0,0
3012,Myotis yumanensis,0,0
3013,Aeorestes cinereus,0,0
3013,Myotis californicus,0,0
3013,Myotis yumanensis,0,0
3014,Aeorestes cinereus,0,0
3014,Myotis californicus,0,0
3014,Myotis yumanensis,0,0
3015,Aeorestes cinereus,0,0
3015,Myotis californicus,0,0
3015,Myotis yumanensis,0,0
3016,Aeorestes cinereus,0,0
3016,Myotis californicus,0,0
3016,Myotis yumanensis,0,0
3017,Aeorestes cinereus,0,0
3017,Myotis californicus,0,0
3017,Myotis yumanensis,0,0
3018,Aeorestes cinereus,0,0
3018,Myotis californicus,0,0
3018,Myotis yumanensis,0,0
3019,Aeorestes cinereus,0,0
3019,Myotis californicus,0,0
3019,Myotis yumanensis,0,0
3020,Aeorestes cinereus,0,0
3020,Myotis californicus,0,0
3020,Myotis yumanensis,0,0
3021,Aeorestes cinereus,0,0
3021,Myotis californicus,0,0
3021,Myotis yumanensis,0,0
3022,Aeorestes cinereus,0,0
3022,Myotis californicus,0,0
3022,Myotis yumanensis,0,0
3023,Aeorestes cinereus,0,0
3023,Myotis californicus,0,0
3023,Myotis yumanensis,0,0
3024,Aeorestes cinereus,0,0
3024,Myotis californicus,0,0
3024,Myotis yumanensis,0,0
3064,Aeorestes cinereus,0,0
3064,Myotis californicus,0,0
3064,Myotis yumanensis,0,0
3065,Aeorestes cinereus,0,0
3065,Myotis californicus,0,0
3065,Myotis yumanensis,0,0
3066,Aeorestes cinereus,0,0
3066,Myotis californicus,0,0
3066,Myotis yumanensis,0,0
3067,Aeorestes cinereus,0,0
3067,Myotis californicus,0,0
3067,Myotis yumanensis,0,0
3068,Aeorestes cinereus,0,0
3068,Myotis californicus,0,0
3068,Myotis yumanensis,0,0
3069,Aeorestes cinereus,0,0
3069,Myotis californicus,0,0
3069,Myotis yumanensis,0,0
3070,Aeorestes cinereus,0,0
3070,Myotis californicus,0,0
3070,Myotis yumanensis,0,0
3071,Aeorestes cinereus,0,0
3071,Myotis californicus,0,0
3071,Myotis yumanensis,0,0
3072,Aeorestes cinereus,0,0
3072,Myotis californicus,0,0
3072,Myotis yumanensis,0,0
3073,Aeorestes cinereus,0,0
3073,Myotis californicus,0,0
3073,Myotis yumanensis,0,0
3103,Aeorestes cinereus,0,0
3103,Myotis californicus,0,0
3103,Myotis yumanensis,0,0
3104,Aeorestes cinereus,0,0
3104,Myotis californicus,0,0
3104,Myotis yumanensis,0,0
3105,Aeorestes cinereus,0,0
3105,Myotis californicus,0,0
3105,Myotis yumanensis,0,0
3106,Aeorestes cinereus,0,0
3106,Myotis californicus,0,0
3106,Myotis yumanensis,0,0
3107,Aeorestes cinereus,0,0
3107,Myotis californicus,0,0
3107,Myotis yumanensis,0,0
3108,Aeorestes cinereus,0,0
3108,Myotis californicus,0,0
3108,Myotis yumanensis,0,0
3109,Aeorestes cinereus,0,0
3109,Myotis californicus,0,0
3109,Myotis yumanensis,0,0
3110,Aeorestes cinereus,0,0
3110,Myotis californicus,0,0
3110,Myotis yumanensis,0,0
3111,Aeorestes cinereus,0,0
3111,Myotis californicus,0,0
3111,Myotis yumanensis,0,0
3112,Aeorestes cinereus,0,0
3112,Myotis californicus,0,0
3112,Myotis yumanensis,0,0
3113,Aeorestes cinereus,0,0
3113,Myotis californicus,0,0
3113,Myotis yumanensis,0,0
3114,Aeorestes cinereus,0,0
3114,Myotis californicus,0,0
3114,Myotis yumanensis,0,0
3115,Aeorestes cinereus,0,0
3115,Myotis californicus,0,0
3115,Myotis yumanensis,0,0
3155,Aeorestes cinereus,0,0
3155,Myotis californicus,0,0
3155,Myotis yumanensis,0,0
3156,Aeorestes cinereus,0,0
3156,Myotis californicus,0,0
3156,Myotis yumanensis,0,0
3157,Aeorestes cinereus,0,0
3157,Myotis californicus,0,0
3157,Myotis yumanensis,0,0
3158,Aeorestes cinereus,0,0
3158,Myotis californicus,0,0
3158,Myotis yumanensis,0,0
3159,Aeorestes cinereus,0,0
3159,Myotis californicus,0,0
3159,Myotis yumanensis,0,0
3160,Aeorestes cinereus,0,0
3160,Myotis californicus,2,1
3160,Myotis yumanensis,0,0
3161,Aeorestes cinereus,0,0
3161,Myotis californicus,0,0
3161,Myotis yumanensis,0,0
3162,Aeorestes cinereus,0,0
3162,Myotis californicus,0,0
3162,Myotis yumanensis,0,0
3163,Aeorestes cinereus,0,0
3163,Myotis californicus,0,0
3163,Myotis yumanensis,0,0
3164,Aeorestes cinereus,0,0
3164,Myotis californicus,0,0
3164,Myotis yumanensis,0,0
3165,Aeorestes cinereus,0,0
3165,Myotis californicus,0,0
3165,Myotis yumanensis,0,0
3167,Aeorestes cinereus,0,0
3167,Myotis californicus,0,0
3167,Myotis yumanensis,0,0
3168,Aeorestes cinereus,0,0
3168,Myotis californicus,0,0
3168,Myotis yumanensis,0,0
3169,Aeorestes cinereus,0,0
3169,Myotis californicus,0,0
3169,Myotis yumanensis,0,0
3195,Aeorestes cinereus,0,0
3195,Myotis californicus,0,0
3195,Myotis yumanensis,0,0
3196,Aeorestes cinereus,0,0
3196,Myotis californicus,0,0
3196,Myotis yumanensis,0,0
3197,Aeorestes cinereus,0,0
3197,Myotis californicus,0,0
3197,Myotis yumanensis,0,0
3198,Aeorestes cinereus,0,0
3198,Myotis californicus,0,0
3198,Myotis yumanensis,0,0
3199,Aeorestes cinereus,0,0
3199,Myotis californicus,0,0
3199,Myotis yumanensis,0,0
3200,Aeorestes cinereus,1,1
3200,Myotis californicus,0,0
3200,Myotis yumanensis,0,0
3201,Aeorestes cinereus,0,0
3201,Myotis californicus,0,0
3201,Myotis yumanensis,0,0
3202,Aeorestes cinereus,0,0
3202,Myotis californicus,0,0
3202,Myotis yumanensis,0,0
3203,Aeorestes cinereus,0,0
3203,Myotis californicus,0,0
3203,Myotis yumanensis,0,0
3204,Aeorestes cinereus,0,0
3204,Myotis californicus,0,0
3204,Myotis yumanensis,0,0
3205,Aeorestes cinereus,0,0
3205,Myotis californicus,0,0
3205,Myotis yumanensis,0,0
3206,Aeorestes cinereus,0,0
3206,Myotis californicus,0,0
3206,Myotis yumanensis,0,0
3246,Aeorestes cinereus,0,0
3246,Myotis californicus,0,0
3246,Myotis yumanensis,0,0
3247,Aeorestes cinereus,0,0
3247,Myotis californicus,0,0
3247,Myotis yumanensis,0,0
3248,Aeorestes cinereus,0,0
3248,Myotis californicus,0,0
3248,Myotis yumanensis,0,0
3249,Aeorestes cinereus,0,0
3249,Myotis californicus,0,0
3249,Myotis yumanensis,0,0
3250,Aeorestes cinereus,0,0
3250,Myotis californicus,0,0
3250,Myotis yumanensis,0,0
3251,Aeorestes cinereus,0,0
