GEOID,county_name,year,species_key,species_label,n_obs,mean_radiance,log1p_radiance,has_viirs,vnl_version,pct_developed,pct_protected
06025,Imperial,2012,11138256,Aeorestes cinereus,0,0.47327651577642554,0.3874888427252364,TRUE,v2.1,2.817688012162814,52.358795392788274
06027,Inyo,2012,2432425,Myotis californicus,0,0.01567810403236222,0.0155564722162942,TRUE,v2.1,0.3209203390051048,87.22551585823834
06027,Inyo,2012,2432461,Myotis yumanensis,0,0.01567810403236222,0.0155564722162942,TRUE,v2.1,0.3209203390051048,87.22551585823834
06027,Inyo,2012,11138256,Aeorestes cinereus,0,0.01567810403236222,0.0155564722162942,TRUE,v2.1,0.3209203390051048,87.22551585823834
06029,Kern,2012,2432425,Myotis californicus,0,0.9614035661547624,0.6736603221424541,TRUE,v2.1,6.142575921378515,29.895659480285396
06029,Kern,2012,2432461,Myotis yumanensis,0,0.9614035661547624,0.6736603221424541,TRUE,v2.1,6.142575921378515,29.895659480285396
06029,Kern,2012,11138256,Aeorestes cinereus,0,0.9614035661547624,0.6736603221424541,TRUE,v2.1,6.142575921378515,29.895659480285396
06031,Kings,2012,2432425,Myotis californicus,0,0.9171932400536312,0.650862262349716,TRUE,v2.1,6.976621690777239,5.301834343300994
06031,Kings,2012,2432461,Myotis yumanensis,0,0.9171932400536312,0.650862262349716,TRUE,v2.1,6.976621690777239,5.301834343300994
06031,Kings,2012,11138256,Aeorestes cinereus,0,0.9171932400536312,0.650862262349716,TRUE,v2.1,6.976621690777239,5.301834343300994
06033,Lake,2012,2432425,Myotis californicus,0,0.1444104267851009,0.13488959328924044,TRUE,v2.1,4.113595985127388,51.284704486209314
06033,Lake,2012,2432461,Myotis yumanensis,0,0.1444104267851009,0.13488959328924044,TRUE,v2.1,4.113595985127388,51.284704486209314
06033,Lake,2012,11138256,Aeorestes cinereus,0,0.1444104267851009,0.13488959328924044,TRUE,v2.1,4.113595985127388,51.284704486209314
06035,Lassen,2012,2432425,Myotis californicus,0,0.10012399835827546,0.09542289923150192,TRUE,v2.1,2.011689086120574,59.18946761563796
06035,Lassen,2012,2432461,Myotis yumanensis,0,0.10012399835827546,0.09542289923150192,TRUE,v2.1,2.011689086120574,59.18946761563796
06035,Lassen,2012,11138256,Aeorestes cinereus,0,0.10012399835827546,0.09542289923150192,TRUE,v2.1,2.011689086120574,59.18946761563796
06037,Los Angeles,2012,2432425,Myotis californicus,0,12.49357008315363,2.60221328184544,TRUE,v2.1,33.60236065852183,30.81383179284289
06037,Los Angeles,2012,2432461,Myotis yumanensis,0,12.49357008315363,2.60221328184544,TRUE,v2.1,33.60236065852183,30.81383179284289
06037,Los Angeles,2012,11138256,Aeorestes cinereus,1,12.49357008315363,2.60221328184544,TRUE,v2.1,33.60236065852183,30.81383179284289
06039,Madera,2012,2432425,Myotis californicus,0,0.4693578284612299,0.3848254539563608,TRUE,v2.1,4.959824298091473,36.772809961263846
06039,Madera,2012,2432461,Myotis yumanensis,0,0.4693578284612299,0.3848254539563608,TRUE,v2.1,4.959824298091473,36.772809961263846
06039,Madera,2012,11138256,Aeorestes cinereus,0,0.4693578284612299,0.3848254539563608,TRUE,v2.1,4.959824298091473,36.772809961263846
06041,Marin,2012,2432425,Myotis californicus,1,1.3410369393363468,0.8505939676821661,TRUE,v2.1,13.663641278788909,36.46199225417542
06041,Marin,2012,2432461,Myotis yumanensis,0,1.3410369393363468,0.8505939676821661,TRUE,v2.1,13.663641278788909,36.46199225417542
06041,Marin,2012,11138256,Aeorestes cinereus,0,1.3410369393363468,0.8505939676821661,TRUE,v2.1,13.663641278788909,36.46199225417542
06043,Mariposa,2012,2432425,Myotis californicus,0,0.03003795631547963,0.02959565235429845,TRUE,v2.1,2.381952785627099,54.15050072212866
06043,Mariposa,2012,2432461,Myotis yumanensis,0,0.03003795631547963,0.02959565235429845,TRUE,v2.1,2.381952785627099,54.15050072212866
06043,Mariposa,2012,11138256,Aeorestes cinereus,0,0.03003795631547963,0.02959565235429845,TRUE,v2.1,2.381952785627099,54.15050072212866
06045,Mendocino,2012,2432425,Myotis californicus,0,0.07499896488318779,0.07231969867980234,TRUE,v2.1,2.8874360688946616,21.815069435666175
06045,Mendocino,2012,2432461,Myotis yumanensis,0,0.07499896488318779,0.07231969867980234,TRUE,v2.1,2.8874360688946616,21.815069435666175
06045,Mendocino,2012,11138256,Aeorestes cinereus,0,0.07499896488318779,0.07231969867980234,TRUE,v2.1,2.8874360688946616,21.815069435666175
06047,Merced,2012,2432425,Myotis californicus,0,0.9002671316892576,0.6419944719156812,TRUE,v2.1,6.300394976500198,16.255267980058864
06047,Merced,2012,2432461,Myotis yumanensis,0,0.9002671316892576,0.6419944719156812,TRUE,v2.1,6.300394976500198,16.255267980058864
06047,Merced,2012,11138256,Aeorestes cinereus,0,0.9002671316892576,0.6419944719156812,TRUE,v2.1,6.300394976500198,16.255267980058864
06049,Modoc,2012,2432425,Myotis californicus,0,0.01833864481726959,0.01817251980168561,TRUE,v2.1,1.5316445796191118,64.46953857634375
06049,Modoc,2012,2432461,Myotis yumanensis,0,0.01833864481726959,0.01817251980168561,TRUE,v2.1,1.5316445796191118,64.46953857634375
06049,Modoc,2012,11138256,Aeorestes cinereus,0,0.01833864481726959,0.01817251980168561,TRUE,v2.1,1.5316445796191118,64.46953857634375
06051,Mono,2012,2432425,Myotis californicus,0,0.02839824236709402,0.02800248731351805,TRUE,v2.1,1.0814423240933315,91.54567220196223
06051,Mono,2012,2432461,Myotis yumanensis,0,0.02839824236709402,0.02800248731351805,TRUE,v2.1,1.0814423240933315,91.54567220196223
06051,Mono,2012,11138256,Aeorestes cinereus,0,0.02839824236709402,0.02800248731351805,TRUE,v2.1,1.0814423240933315,91.54567220196223
06053,Monterey,2012,2432425,Myotis californicus,0,0.5691019129900542,0.4505034257460287,TRUE,v2.1,4.85206532099992,20.15322520323469
06053,Monterey,2012,2432461,Myotis yumanensis,0,0.5691019129900542,0.4505034257460287,TRUE,v2.1,4.85206532099992,20.15322520323469
06053,Monterey,2012,11138256,Aeorestes cinereus,0,0.5691019129900542,0.4505034257460287,TRUE,v2.1,4.85206532099992,20.15322520323469
06055,Napa,2012,2432425,Myotis californicus,0,0.7451401878075632,0.5568348892800301,TRUE,v2.1,7.346064587892194,23.872543815426024
06055,Napa,2012,2432461,Myotis yumanensis,0,0.7451401878075632,0.5568348892800301,TRUE,v2.1,7.346064587892194,23.872543815426024
06055,Napa,2012,11138256,Aeorestes cinereus,0,0.7451401878075632,0.5568348892800301,TRUE,v2.1,7.346064587892194,23.872543815426024
06057,Nevada,2012,2432425,Myotis californicus,0,0.30172914170688225,0.2636934896614256,TRUE,v2.1,8.391089506453737,37.66777118814758
06057,Nevada,2012,2432461,Myotis yumanensis,0,0.30172914170688225,0.2636934896614256,TRUE,v2.1,8.391089506453737,37.66777118814758
06057,Nevada,2012,11138256,Aeorestes cinereus,0,0.30172914170688225,0.2636934896614256,TRUE,v2.1,8.391089506453737,37.66777118814758
06059,Orange,2012,2432425,Myotis californicus,0,19.77250136269435,3.0336300621578807,TRUE,v2.1,61.0913787114685,20.136786375728928
06059,Orange,2012,2432461,Myotis yumanensis,0,19.77250136269435,3.0336300621578807,TRUE,v2.1,61.0913787114685,20.136786375728928
06059,Orange,2012,11138256,Aeorestes cinereus,0,19.77250136269435,3.0336300621578807,TRUE,v2.1,61.0913787114685,20.136786375728928
06061,Placer,2012,2432425,Myotis californicus,0,1.6399130577308112,0.9707459839382092,TRUE,v2.1,11.960889591307934,43.712678455781145
06061,Placer,2012,2432461,Myotis yumanensis,0,1.6399130577308112,0.9707459839382092,TRUE,v2.1,11.960889591307934,43.712678455781145
06061,Placer,2012,11138256,Aeorestes cinereus,0,1.6399130577308112,0.9707459839382092,TRUE,v2.1,11.960889591307934,43.712678455781145
06063,Plumas,2012,2432425,Myotis californicus,0,0.04302963399200676,0.04212958787964241,TRUE,v2.1,3.830444520919179,72.28162473474846
06063,Plumas,2012,2432461,Myotis yumanensis,0,0.04302963399200676,0.04212958787964241,TRUE,v2.1,3.830444520919179,72.28162473474846
06063,Plumas,2012,11138256,Aeorestes cinereus,0,0.04302963399200676,0.04212958787964241,TRUE,v2.1,3.830444520919179,72.28162473474846
06065,Riverside,2012,2432425,Myotis californicus,1,2.088522328730385,1.1276927657635532,TRUE,v2.1,10.45860147621791,64.71553443180547
06065,Riverside,2012,2432461,Myotis yumanensis,1,2.088522328730385,1.1276927657635532,TRUE,v2.1,10.45860147621791,64.71553443180547
06065,Riverside,2012,11138256,Aeorestes cinereus,0,2.088522328730385,1.1276927657635532,TRUE,v2.1,10.45860147621791,64.71553443180547
06067,Sacramento,2012,2432425,Myotis californicus,0,8.70065375029706,2.272193280176107,TRUE,v2.1,33.675961652374085,7.5474380064899425
06067,Sacramento,2012,2432461,Myotis yumanensis,0,8.70065375029706,2.272193280176107,TRUE,v2.1,33.675961652374085,7.5474380064899425
06067,Sacramento,2012,11138256,Aeorestes cinereus,0,8.70065375029706,2.272193280176107,TRUE,v2.1,33.675961652374085,7.5474380064899425
06069,San Benito,2012,2432425,Myotis californicus,0,0.1655446073259097,0.1531884518851811,TRUE,v2.1,2.3049118105269577,16.904960923610364
06069,San Benito,2012,2432461,Myotis yumanensis,0,0.1655446073259097,0.1531884518851811,TRUE,v2.1,2.3049118105269577,16.904960923610364
06069,San Benito,2012,11138256,Aeorestes cinereus,0,0.1655446073259097,0.1531884518851811,TRUE,v2.1,2.3049118105269577,16.904960923610364
06071,San Bernardino,2012,2432425,Myotis californicus,1,0.7799165510444583,0.5765664817693273,TRUE,v2.1,3.461892285515758,71.12983168405793
06071,San Bernardino,2012,2432461,Myotis yumanensis,1,0.7799165510444583,0.5765664817693273,TRUE,v2.1,3.461892285515758,71.12983168405793
06071,San Bernardino,2012,11138256,Aeorestes cinereus,3,0.7799165510444583,0.5765664817693273,TRUE,v2.1,3.461892285515758,71.12983168405793
06073,San Diego,2012,2432425,Myotis californicus,1,3.1146507376860653,1.414553955116478,TRUE,v2.1,17.561450835291595,22.44302866611725
06073,San Diego,2012,2432461,Myotis yumanensis,3,3.1146507376860653,1.414553955116478,TRUE,v2.1,17.561450835291595,22.44302866611725
06073,San Diego,2012,11138256,Aeorestes cinereus,8,3.1146507376860653,1.414553955116478,TRUE,v2.1,17.561450835291595,22.44302866611725
06075,San Francisco,2012,2432425,Myotis californicus,0,34.28524954426926,3.563465016675745,TRUE,v2.1,95.60281290644956,6.9856442527012135
06075,San Francisco,2012,2432461,Myotis yumanensis,0,34.28524954426926,3.563465016675745,TRUE,v2.1,95.60281290644956,6.9856442527012135
06075,San Francisco,2012,11138256,Aeorestes cinereus,0,34.28524954426926,3.563465016675745,TRUE,v2.1,95.60281290644956,6.9856442527012135
06077,San Joaquin,2012,2432425,Myotis californicus,0,3.581751122083414,1.5220812661186212,TRUE,v2.1,15.42004885997056,1.9526980349665128
06077,San Joaquin,2012,2432461,Myotis yumanensis,0,3.581751122083414,1.5220812661186212,TRUE,v2.1,15.42004885997056,1.9526980349665128
06077,San Joaquin,2012,11138256,Aeorestes cinereus,0,3.581751122083414,1.5220812661186212,TRUE,v2.1,15.42004885997056,1.9526980349665128
06079,San Luis Obispo,2012,2432425,Myotis californicus,1,0.3886910988290612,0.32836164798785805,TRUE,v2.1,4.35266172749534,27.08600996393623
06079,San Luis Obispo,2012,2432461,Myotis yumanensis,0,0.3886910988290612,0.32836164798785805,TRUE,v2.1,4.35266172749534,27.08600996393623
06079,San Luis Obispo,2012,11138256,Aeorestes cinereus,0,0.3886910988290612,0.32836164798785805,TRUE,v2.1,4.35266172749534,27.08600996393623
06081,San Mateo,2012,2432425,Myotis californicus,0,5.992530914171909,1.944842567131314,TRUE,v2.1,30.013536710450296,26.471002073679667
06081,San Mateo,2012,2432461,Myotis yumanensis,0,5.992530914171909,1.944842567131314,TRUE,v2.1,30.013536710450296,26.471002073679667
06081,San Mateo,2012,11138256,Aeorestes cinereus,1,5.992530914171909,1.944842567131314,TRUE,v2.1,30.013536710450296,26.471002073679667
06083,Santa Barbara,2012,2432425,Myotis californicus,0,0.7235205954950881,0.5443690567119649,TRUE,v2.1,5.459025461626333,46.26957606062047
06083,Santa Barbara,2012,2432461,Myotis yumanensis,0,0.7235205954950881,0.5443690567119649,TRUE,v2.1,5.459025461626333,46.26957606062047
06083,Santa Barbara,2012,11138256,Aeorestes cinereus,0,0.7235205954950881,0.5443690567119649,TRUE,v2.1,5.459025461626333,46.26957606062047
06085,Santa Clara,2012,2432425,Myotis californicus,0,5.729848527852105,1.9065526363977192,TRUE,v2.1,25.088442245970725,13.981356902269887
06085,Santa Clara,2012,2432461,Myotis yumanensis,0,5.729848527852105,1.9065526363977192,TRUE,v2.1,25.088442245970725,13.981356902269887
06085,Santa Clara,2012,11138256,Aeorestes cinereus,0,5.729848527852105,1.9065526363977192,TRUE,v2.1,25.088442245970725,13.981356902269887
06087,Santa Cruz,2012,2432425,Myotis californicus,0,1.50909534397928,0.9199222674511456,TRUE,v2.1,15.901115608402622,9.16773115153117
06087,Santa Cruz,2012,2432461,Myotis yumanensis,0,1.50909534397928,0.9199222674511456,TRUE,v2.1,15.901115608402622,9.16773115153117
06087,Santa Cruz,2012,11138256,Aeorestes cinereus,0,1.50909534397928,0.9199222674511456,TRUE,v2.1,15.901115608402622,9.16773115153117
06089,Shasta,2012,2432425,Myotis californicus,0,0.2696361540076111,0.2387303665161741,TRUE,v2.1,5.140778661892142,42.64759174528323
06089,Shasta,2012,2432461,Myotis yumanensis,0,0.2696361540076111,0.2387303665161741,TRUE,v2.1,5.140778661892142,42.64759174528323
06089,Shasta,2012,11138256,Aeorestes cinereus,1,0.2696361540076111,0.2387303665161741,TRUE,v2.1,5.140778661892142,42.64759174528323
06091,Sierra,2012,2432425,Myotis californicus,0,0.01792362857624332,0.01776489426916403,TRUE,v2.1,2.9969983787416883,74.17613090490715
06091,Sierra,2012,2432461,Myotis yumanensis,0,0.01792362857624332,0.01776489426916403,TRUE,v2.1,2.9969983787416883,74.17613090490715
06091,Sierra,2012,11138256,Aeorestes cinereus,0,0.01792362857624332,0.01776489426916403,TRUE,v2.1,2.9969983787416883,74.17613090490715
06093,Siskiyou,2012,2432425,Myotis californicus,0,0.03628271004191383,0.03563999275148412,TRUE,v2.1,3.1153427473146222,63.71144791807646
06093,Siskiyou,2012,2432461,Myotis yumanensis,0,0.03628271004191383,0.03563999275148412,TRUE,v2.1,3.1153427473146222,63.71144791807646
06093,Siskiyou,2012,11138256,Aeorestes cinereus,0,0.03628271004191383,0.03563999275148412,TRUE,v2.1,3.1153427473146222,63.71144791807646
06095,Solano,2012,2432425,Myotis californicus,0,2.788537045885393,1.3319799408515498,TRUE,v2.1,14.033686970651864,9.312829488775508
06095,Solano,2012,2432461,Myotis yumanensis,0,2.788537045885393,1.3319799408515498,TRUE,v2.1,14.033686970651864,9.312829488775508
06095,Solano,2012,11138256,Aeorestes cinereus,0,2.788537045885393,1.3319799408515498,TRUE,v2.1,14.033686970651864,9.312829488775508
06097,Sonoma,2012,2432425,Myotis californicus,0,1.0249095774585872,0.7055250464546523,TRUE,v2.1,11.301359451031392,8.07053319676259
06097,Sonoma,2012,2432461,Myotis yumanensis,0,1.0249095774585872,0.7055250464546523,TRUE,v2.1,11.301359451031392,8.07053319676259
06097,Sonoma,2012,11138256,Aeorestes cinereus,0,1.0249095774585872,0.7055250464546523,TRUE,v2.1,11.301359451031392,8.07053319676259
06099,Stanislaus,2012,2432425,Myotis californicus,0,2.3075696297546666,1.196213668865402,TRUE,v2.1,10.682392191893884,5.28267559404248
06099,Stanislaus,2012,2432461,Myotis yumanensis,0,2.3075696297546666,1.196213668865402,TRUE,v2.1,10.682392191893884,5.28267559404248
06099,Stanislaus,2012,11138256,Aeorestes cinereus,0,2.3075696297546666,1.196213668865402,TRUE,v2.1,10.682392191893884,5.28267559404248
06101,Sutter,2012,2432425,Myotis californicus,0,0.6869721269365554,0.5229352811609206,TRUE,v2.1,7.4542912589421455,5.441317667670065
06101,Sutter,2012,2432461,Myotis yumanensis,0,0.6869721269365554,0.5229352811609206,TRUE,v2.1,7.4542912589421455,5.441317667670065
06101,Sutter,2012,11138256,Aeorestes cinereus,0,0.6869721269365554,0.5229352811609206,TRUE,v2.1,7.4542912589421455,5.441317667670065
06103,Tehama,2012,2432425,Myotis californicus,0,0.1171934062484781,0.11081965303823996,TRUE,v2.1,3.5983260948796403,35.36946168710686
06103,Tehama,2012,2432461,Myotis yumanensis,0,0.1171934062484781,0.11081965303823996,TRUE,v2.1,3.5983260948796403,35.36946168710686
06103,Tehama,2012,11138256,Aeorestes cinereus,0,0.1171934062484781,0.11081965303823996,TRUE,v2.1,3.5983260948796403,35.36946168710686
06105,Trinity,2012,2432425,Myotis californicus,0,0.01105654504163973,0.0109958682880098,TRUE,v2.1,2.6542178219924124,77.67976466981436
06105,Trinity,2012,2432461,Myotis yumanensis,0,0.01105654504163973,0.0109958682880098,TRUE,v2.1,2.6542178219924124,77.67976466981436
06105,Trinity,2012,11138256,Aeorestes cinereus,0,0.01105654504163973,0.0109958682880098,TRUE,v2.1,2.6542178219924124,77.67976466981436
06107,Tulare,2012,2432425,Myotis californicus,0,0.6068136919885907,0.4742531447441243,TRUE,v2.1,4.458410352263484,51.18550267549049
06107,Tulare,2012,2432461,Myotis yumanensis,0,0.6068136919885907,0.4742531447441243,TRUE,v2.1,4.458410352263484,51.18550267549049
06107,Tulare,2012,11138256,Aeorestes cinereus,0,0.6068136919885907,0.4742531447441243,TRUE,v2.1,4.458410352263484,51.18550267549049
06109,Tuolumne,2012,2432425,Myotis californicus,0,0.1011862392956003,0.09638799810907404,TRUE,v2.1,2.7639259280196113,75.40830429515071
06109,Tuolumne,2012,2432461,Myotis yumanensis,0,0.1011862392956003,0.09638799810907404,TRUE,v2.1,2.7639259280196113,75.40830429515071
06109,Tuolumne,2012,11138256,Aeorestes cinereus,0,0.1011862392956003,0.09638799810907404,TRUE,v2.1,2.7639259280196113,75.40830429515071
06111,Ventura,2012,2432425,Myotis californicus,0,2.603224527189013,1.281829146557353,TRUE,v2.1,11.528712713336478,50.95700375675071
06111,Ventura,2012,2432461,Myotis yumanensis,0,2.603224527189013,1.281829146557353,TRUE,v2.1,11.528712713336478,50.95700375675071
06111,Ventura,2012,11138256,Aeorestes cinereus,0,2.603224527189013,1.281829146557353,TRUE,v2.1,11.528712713336478,50.95700375675071
06113,Yolo,2012,2432425,Myotis californicus,0,1.3678637747272842,0.861988187802494,TRUE,v2.1,7.5436368899194255,11.65463035399464
06113,Yolo,2012,2432461,Myotis yumanensis,0,1.3678637747272842,0.861988187802494,TRUE,v2.1,7.5436368899194255,11.65463035399464
06113,Yolo,2012,11138256,Aeorestes cinereus,0,1.3678637747272842,0.861988187802494,TRUE,v2.1,7.5436368899194255,11.65463035399464
06115,Yuba,2012,2432425,Myotis californicus,0,0.6484415521503734,0.49983032772995784,TRUE,v2.1,7.11323734695122,15.482186394038974
06115,Yuba,2012,2432461,Myotis yumanensis,0,0.6484415521503734,0.49983032772995784,TRUE,v2.1,7.11323734695122,15.482186394038974
06115,Yuba,2012,11138256,Aeorestes cinereus,0,0.6484415521503734,0.49983032772995784,TRUE,v2.1,7.11323734695122,15.482186394038974
06001,Alameda,2013,2432425,Myotis californicus,1,10.574185846542624,2.44877726026678,TRUE,v2.1,33.786444907369244,9.479336472730129
06001,Alameda,2013,2432461,Myotis yumanensis,0,10.574185846542624,2.44877726026678,TRUE,v2.1,33.786444907369244,9.479336472730129
06001,Alameda,2013,11138256,Aeorestes cinereus,1,10.574185846542624,2.44877726026678,TRUE,v2.1,33.786444907369244,9.479336472730129
06003,Alpine,2013,2432425,Myotis californicus,0,0.00737415781727543,0.0073471016450904,TRUE,v2.1,0.7446981643498903,93.88061170976252
06003,Alpine,2013,2432461,Myotis yumanensis,0,0.00737415781727543,0.0073471016450904,TRUE,v2.1,0.7446981643498903,93.88061170976252
06003,Alpine,2013,11138256,Aeorestes cinereus,0,0.00737415781727543,0.0073471016450904,TRUE,v2.1,0.7446981643498903,93.88061170976252
06005,Amador,2013,2432425,Myotis californicus,0,0.3408237338096492,0.29328415181936357,TRUE,v2.1,6.214775769169895,23.677507824478862
06005,Amador,2013,2432461,Myotis yumanensis,0,0.3408237338096492,0.29328415181936357,TRUE,v2.1,6.214775769169895,23.677507824478862
06005,Amador,2013,11138256,Aeorestes cinereus,0,0.3408237338096492,0.29328415181936357,TRUE,v2.1,6.214775769169895,23.677507824478862
06007,Butte,2013,2432425,Myotis californicus,0,0.5486531231005617,0.4373856003344383,TRUE,v2.1,7.6399733546882596,21.186723404706143
06007,Butte,2013,2432461,Myotis yumanensis,0,0.5486531231005617,0.4373856003344383,TRUE,v2.1,7.6399733546882596,21.186723404706143
06007,Butte,2013,11138256,Aeorestes cinereus,0,0.5486531231005617,0.4373856003344383,TRUE,v2.1,7.6399733546882596,21.186723404706143
06009,Calaveras,2013,2432425,Myotis californicus,0,0.1545485404965633,0.143709393533642,TRUE,v2.1,5.4275700128114,20.38040451476576
06009,Calaveras,2013,2432461,Myotis yumanensis,0,0.1545485404965633,0.143709393533642,TRUE,v2.1,5.4275700128114,20.38040451476576
06009,Calaveras,2013,11138256,Aeorestes cinereus,0,0.1545485404965633,0.143709393533642,TRUE,v2.1,5.4275700128114,20.38040451476576
06011,Colusa,2013,2432425,Myotis californicus,0,0.16523915693081087,0.1529263508687491,TRUE,v2.1,2.869863637306064,19.046493983429706
06011,Colusa,2013,2432461,Myotis yumanensis,0,0.16523915693081087,0.1529263508687491,TRUE,v2.1,2.869863637306064,19.046493983429706
06011,Colusa,2013,11138256,Aeorestes cinereus,0,0.16523915693081087,0.1529263508687491,TRUE,v2.1,2.869863637306064,19.046493983429706
06013,Contra Costa,2013,2432425,Myotis californicus,0,6.723849112297683,2.0443128294580175,TRUE,v2.1,34.586677160330474,11.466911527402669
06013,Contra Costa,2013,2432461,Myotis yumanensis,0,6.723849112297683,2.0443128294580175,TRUE,v2.1,34.586677160330474,11.466911527402669
06013,Contra Costa,2013,11138256,Aeorestes cinereus,0,6.723849112297683,2.0443128294580175,TRUE,v2.1,34.586677160330474,11.466911527402669
