gbif_id,dataset_key,occurrence_id,kingdom,phylum,class,order,family,genus,species,infraspecific_epithet,taxon_rank,scientific_name,verbatim_scientific_name,verbatim_scientific_name_authorship,country_code,locality,state_province,occurrence_status,individual_count,publishing_org_key,decimal_latitude,decimal_longitude,coordinate_uncertainty_in_meters,coordinate_precision,elevation,elevation_accuracy,depth,depth_accuracy,event_date,day,month,year,taxon_key,species_key,basis_of_record,institution_code,collection_code,catalog_number,record_number,identified_by,date_identified,license,rights_holder,recorded_by,type_status,establishment_means,last_interpreted,media_type,issue
5174776408,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:123388,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis yumanensis,,SPECIES,"Myotis yumanensis (H.Allen, 1864)",Myotis yumanensis,,US,"Hugh Smith Lake, Ketchikan Quad",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,55.09783,-130.70773,1000,NA,NA,NA,NA,NA,2014-06-05,5,6,2014,2432461,2432461,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:123388,,Karen Blejwas,NA,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Karen Blejwas,,,2025-11-05T03:12:15Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174774398,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:123424,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis yumanensis,,SPECIES,"Myotis yumanensis (H.Allen, 1864)",Myotis yumanensis,,US,"Hugh Smith Lake, Ketchikan Quad",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,55.0978,-130.70753,1000,NA,NA,NA,NA,NA,2014-06-10,10,6,2014,2432461,2432461,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:123424,,Karen Blejwas,NA,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Laura Beard,,,2025-11-05T03:12:14Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174773411,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:123452,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Ohmer Creek Trail, Petersburg Quad, Alexander Archipelago, Mitkof Island",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,56.58385,-132.74853,1000,NA,NA,NA,NA,NA,2014-07-16,16,7,2014,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:123452,,Karen Blejwas,NA,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Karen Blejwas,,,2025-11-05T03:12:16Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174773410,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:123449,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Harris River, Craig Quad, Alexander Archipelago, Prince of Wales Island",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,55.44977,-132.83499,1000,NA,NA,NA,NA,NA,2014-07-14,14,7,2014,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:123449,,Karen Blejwas,NA,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Michael Kohan,,,2025-11-05T03:12:15Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174773271,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:120139,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Mendenhall Campground, Juneau Quad, Alexander Archipelago",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,58.411013,-134.58589,1000,NA,NA,NA,NA,NA,2013-07-17,17,7,2013,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:120139,,Karen Blejwas,2013-07-17T00:00:00Z,CC_BY_NC_4_0,,Collector(s): Laura Beard,,,2025-11-05T03:12:13Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174773265,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:119980,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Mendenhall Campground, Juneau Quad, Alexander Archipelago",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,58.411013,-134.58589,1000,NA,NA,NA,NA,NA,2013-06-20,20,6,2013,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:119980,,Karen Blejwas,2013-06-20T00:00:00Z,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Christopher P. Barger,,,2025-11-05T03:12:13Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174769269,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:120053,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Fish Creek Pond, Juneau Quad, Alexander Archipelago",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,58.33136,-134.59887,1000,NA,NA,NA,NA,NA,2012-05-16,16,5,2012,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:120053,,Karen Blejwas,2012-05-16T00:00:00Z,CC_BY_NC_4_0,,Collector(s): Karen Blejwas,,,2025-11-05T03:12:16Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174739400,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:123342,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis yumanensis,,SPECIES,"Myotis yumanensis (H.Allen, 1864)",Myotis yumanensis,,US,"Hugh Smith Lake, Ketchikan Quad",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,55.0977,-130.70782,1000,NA,NA,NA,NA,NA,2014-06-11,11,6,2014,2432461,2432461,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:123342,,Karen Blejwas,NA,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Karen Blejwas,,,2025-11-05T03:12:15Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174738257,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:119931,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Mendenhall Campground, Juneau Quad, Alexander Archipelago",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,58.411013,-134.58589,1000,NA,NA,NA,NA,NA,2013-06-20,20,6,2013,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:119931,,Karen Blejwas,2013-06-20T00:00:00Z,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Dylan Rhea-Fournier,,,2025-11-05T03:12:16Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174738256,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:119928,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Mendenhall Campground, Juneau Quad, Alexander Archipelago",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,58.41181,-134.58554,1000,NA,NA,NA,NA,NA,2013-06-20,20,6,2013,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:119928,,Karen Blejwas,2013-06-20T00:00:00Z,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Dylan Rhea-Fournier,,,2025-11-05T03:12:15Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174737260,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:120132,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Dredge Lakes, Juneau Quad, Alexander Archipelago",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,58.404799,-134.570607,1000,NA,NA,NA,NA,NA,2013-06-07,7,6,2013,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:120132,,Karen Blejwas,2013-06-07T00:00:00Z,CC_BY_NC_4_0,,Collector(s): Laura Beard,,,2025-11-05T03:12:13Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174735274,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:120402,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis yumanensis,,SPECIES,"Myotis yumanensis (H.Allen, 1864)",Myotis yumanensis,,US,"Hugh Smith Lake at Sockeye Creek, Ketchikan Quad",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,55.09777,-130.70749,50,NA,NA,NA,NA,NA,2014-06-05,5,6,2014,2432461,2432461,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:120402,,Aren M. Gunderson,2014-06-05T00:00:00Z,CC_BY_NC_4_0,,"Collector(s): Karen Blejwas, Laura Beard, Aren M. Gunderson, Dylan Rhea-Fournier; Preparator(s): Aren M. Gunderson",,,2025-11-05T03:12:13Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174734258,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:119936,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Windfall Lake, Juneau Quad, Alexander Archipelago",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,58.51512,-134.73824,1000,NA,NA,NA,NA,NA,2012-07-03,3,7,2012,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:119936,,Karen Blejwas,2012-07-03T00:00:00Z,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Jessica Forbes,,,2025-11-05T03:12:15Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174707409,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:123397,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis yumanensis,,SPECIES,"Myotis yumanensis (H.Allen, 1864)",Myotis yumanensis,,US,"Hugh Smith Lake, Ketchikan Quad",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,55.09768,-130.70775,1000,NA,NA,NA,NA,NA,2014-06-06,6,6,2014,2432461,2432461,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:123397,,Karen Blejwas,NA,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Laura Beard,,,2025-11-05T03:12:15Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174705403,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:123455,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Man-Made Hole, Petersburg Quad, Alexander Archipelago, Mitkof Island",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,56.59612,-132.76049,1000,NA,NA,NA,NA,NA,2014-07-18,18,7,2014,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:123455,,Karen Blejwas,NA,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Michael Kohan,,,2025-11-05T03:12:11Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174705398,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:123356,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis yumanensis,,SPECIES,"Myotis yumanensis (H.Allen, 1864)",Myotis yumanensis,,US,"Hugh Smith Lake, Ketchikan Quad",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,55.09311,-130.64423,1000,NA,NA,NA,NA,NA,2014-06-12,12,6,2014,2432461,2432461,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:123356,,Karen Blejwas,NA,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Laura Beard,,,2025-11-05T03:12:11Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174702264,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:119929,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Mendenhall Campground, Juneau Quad, Alexander Archipelago",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,58.411013,-134.58589,1000,NA,NA,NA,NA,NA,2013-06-20,20,6,2013,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:119929,,Karen Blejwas,2013-06-20T00:00:00Z,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Dylan Rhea-Fournier,,,2025-11-05T03:12:15Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174701279,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:120425,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Hugh Smith Lake at Cobb Creek, Ketchikan Quad",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,55.09352,-130.64479,100,NA,NA,NA,NA,NA,2014-06-13,13,6,2014,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:120425,,Aren M. Gunderson,2014-06-13T00:00:00Z,CC_BY_NC_4_0,,"Collector(s): Aren M. Gunderson, Karen Blejwas, Laura Beard, Dylan Rhea-Fournier; Preparator(s): Aren M. Gunderson",,,2025-11-05T03:12:13Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174701261,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:119966,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Fish Creek Pond, Juneau Quad, Alexander Archipelago",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,58.331562,-134.5971,1000,NA,NA,NA,NA,NA,2013-05-06,6,5,2013,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:119966,,Karen Blejwas,2013-05-06T00:00:00Z,CC_BY_NC_4_0,,Collector(s): Karen Blejwas; Preparator(s): Dylan Rhea-Fournier,,,2025-11-05T03:12:12Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5174700268,377be098-626f-4cc2-b4b5-35700050669a,https://arctos.database.museum/guid/UAM:Mamm:120140,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis californicus,,SPECIES,"Myotis californicus (Audubon & Bachman, 1842)",Myotis californicus,,US,"Mendenhall Campground, Juneau Quad, Alexander Archipelago",Alaska,PRESENT,NA,d9699a79-4736-45c2-925c-f4033ac67d52,58.41169,-134.58634,1000,NA,NA,NA,NA,NA,2013-07-17,17,7,2013,2432425,2432425,PRESERVED_SPECIMEN,UAM,Mammalogy,UAM:Mamm:120140,,Karen Blejwas,2013-07-17T00:00:00Z,CC_BY_NC_4_0,,Collector(s): Laura Beard,,,2025-11-05T03:12:14Z,,CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;AMBIGUOUS_INSTITUTION
5168424803,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/282900099,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Lasiurus cinereus,,US,,Arizona,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.629705,-112.375235,NA,NA,NA,NA,NA,NA,2025-05-12T16:56:20,12,5,2025,5218544,11138256,HUMAN_OBSERVATION,iNaturalist,Observations,282900099,,Jakob Fahr,2025-05-21T15:38:48Z,CC_BY_NC_4_0,isabella_hhhhhhh,isabella_hhhhhhh,,,2025-12-10T20:53:35Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5168180822,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/281799518,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Lasiurus cinereus,,US,,Arizona,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.35897,-111.732322,7,NA,NA,NA,NA,NA,2025-04-21T09:46:02,21,4,2025,5218544,11138256,HUMAN_OBSERVATION,iNaturalist,Observations,281799518,,dbond,2025-05-17T16:18:46Z,CC_BY_NC_4_0,dbond,dbond,,,2025-12-10T21:58:00Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5167870572,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/280889594,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Lasiurus cinereus,,US,,Texas,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,31.842138,-106.486722,2,NA,NA,NA,NA,NA,2012-08-24T14:27,24,8,2012,5218544,11138256,HUMAN_OBSERVATION,iNaturalist,Observations,280889594,,Cesar Mendez,2025-05-13T23:09:31Z,CC_BY_NC_4_0,Cesar Mendez,Cesar Mendez,,,2025-12-10T20:40:52Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5167751833,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/280907552,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Lasiurus cinereus,,US,,Kentucky,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.751935,-83.904016,28505,NA,NA,NA,NA,NA,2024-08-25T00:14,25,8,2024,5218544,11138256,HUMAN_OBSERVATION,iNaturalist,Observations,280907552,,Ava H,2025-05-14T00:52:38Z,CC_BY_NC_4_0,Ava H,Ava H,,,2025-12-10T19:10:39Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5167698461,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/135011183,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Lasiurus cinereus,,US,,Missouri,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,40.033693,-91.753647,122,NA,NA,NA,NA,NA,2021-08-17T18:28,17,8,2021,5218544,11138256,HUMAN_OBSERVATION,iNaturalist,Observations,135011183,,Joe Coelho,2022-09-14T17:33:51Z,CC0_1_0,Joe Coelho,Joe Coelho,,,2025-12-10T21:24:58Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5167560276,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/278772387,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Lasiurus cinereus,,MX,,Baja California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,30.920043,-115.639613,1828,NA,NA,NA,NA,NA,2025-05-02T19:22:39,2,5,2025,5218544,11138256,HUMAN_OBSERVATION,iNaturalist,Observations,278772387,,Rafael Paredes Montesinos,2025-05-12T16:58:28Z,CC_BY_NC_4_0,Juan Viramontes,Juan Viramontes,,,2025-12-10T20:42:14Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5167375268,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/282903521,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Lasiurus cinereus,,US,,New Mexico,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.016914,-106.598624,76,NA,NA,NA,NA,NA,2025-05-21T08:29:37,21,5,2025,5218544,11138256,HUMAN_OBSERVATION,iNaturalist,Observations,282903521,,Nick Pederson,2025-05-21T15:16:19Z,CC_BY_NC_4_0,Nick Pederson,Nick Pederson,,,2025-12-10T20:54:36Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5167329750,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/281387771,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Lasiurus cinereus,,MX,,Distrito Federal,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.392551,-99.252831,30580,NA,NA,NA,NA,NA,2025-03-05T12:10,5,3,2025,5218544,11138256,HUMAN_OBSERVATION,iNaturalist,Observations,281387771,,Sebastián Eduardo Amaya Luna,2025-05-16T03:32:16Z,CC_BY_NC_4_0,Comunidad_San_Mateo_Tlaltenango,Comunidad_San_Mateo_Tlaltenango,,,2025-12-10T19:10:23Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5167161556,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/284127055,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Lasiurus cinereus,,MX,,Chihuahua,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,28.262291,-105.47314,15,NA,NA,NA,NA,NA,2025-05-19T10:35,19,5,2025,5218544,11138256,HUMAN_OBSERVATION,iNaturalist,Observations,284127055,,Leonardo Hernández Escudero,2025-05-26T00:22:27Z,CC_BY_NC_4_0,Leonardo Hernández Escudero,Leonardo Hernández Escudero,,,2025-12-10T19:10:42Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5156213323,6bd8ad26-218d-4657-8549-c30d69356664,https://data.biodiversitydata.nl/xeno-canto/observation/XC883320,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Aeorestes cinereus (Palisot de Beauvois, 1796)",Aeorestes cinereus,,CA,"Sept-Rivières (near  Sept-Iles), Côte-Nord, Quebec",,PRESENT,NA,1f00d75c-f6fc-4224-a595-975e82d7689c,50.221,-66.582,NA,NA,NA,NA,NA,NA,2023-08-10,10,8,2023,11138256,11138256,HUMAN_OBSERVATION,,Wildlife sounds - Bats,XC883320,,,NA,CC_BY_NC_4_0,françois fabianek,françois fabianek,,,2025-11-25T15:10:59Z,StillImage;Sound,CONTINENT_DERIVED_FROM_COORDINATES
5154930393,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/280411248,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Lasiurus cinereus,,US,,New Mexico,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.10952,-104.471805,21,NA,NA,NA,NA,NA,2025-05-11T09:23,11,5,2025,5218544,11138256,HUMAN_OBSERVATION,iNaturalist,Observations,280411248,,Bob Nieman,2025-05-12T00:58:59Z,CC_BY_4_0,Bob Nieman,Bob Nieman,,,2025-12-10T19:09:06Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5154553538,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/280682390,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,,SPECIES,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Lasiurus cinereus,,US,,Illinois,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.981757,-87.741199,1599,NA,NA,NA,NA,NA,2025-05-12T08:58,12,5,2025,5218544,11138256,HUMAN_OBSERVATION,iNaturalist,Observations,280682390,,Yuzefovich Alexander,2025-05-13T03:37:44Z,CC_BY_NC_4_0,Aleata E,Aleata E,,,2025-12-10T21:58:55Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
